"Text__TextElement-sc-if376j-0","mMx2LUixlnN_Fu45JpFB src","btE2c3IKaOXZ4VNAb8WQ href","Text__TextElement-sc-if376j-0 2","Text__TextElement-sc-if376j-0 3","Text__TextElement-sc-if376j-0 4","Text__TextElement-sc-if376j-0 href","Text__TextElement-sc-if376j-0 5","Text__TextElement-sc-if376j-0 href 2","standalone-ellipsis-one-line","standalone-ellipsis-one-line href","Text__TextElement-sc-if376j-0 6","Text__TextElement-sc-if376j-0 7"
"359","https://i.scdn.co/image/ab67616d0000485180368f0aa8f90c51674f9dd2","https://open.spotify.com/track/1tuXOJYN6CkgubpifHEm96","I'll Wait",",","Kygo","https://open.spotify.com/artist/23fqKkggKUBHNkbKtXEls4","Sasha Alex Sloan","https://open.spotify.com/artist/4xnihxcoXWK3UqryOSnbw5","Golden Hour","https://open.spotify.com/album/7tcs1X9pzFvcLOPuhCstQJ","Feb 8, 2022","3:35"
"360","https://i.scdn.co/image/ab67616d00004851ef24c3fdbf856340d55cfeb2","https://open.spotify.com/track/50nfwKoDiSYg8zOCREWAm5","Shivers","","Ed Sheeran","https://open.spotify.com/artist/6eUKZXaKkcviH0Ku9w2n3V","","","=","https://open.spotify.com/album/32iAEBstCjauDhyKpGjTuq","Feb 12, 2022","3:27"
"361","https://i.scdn.co/image/ab67616d00004851ef24c3fdbf856340d55cfeb2","https://open.spotify.com/track/3rmo8F54jFF8OgYsqTxm5d","Bad Habits","","Ed Sheeran","https://open.spotify.com/artist/6eUKZXaKkcviH0Ku9w2n3V","","","=","https://open.spotify.com/album/32iAEBstCjauDhyKpGjTuq","Feb 12, 2022","3:50"
"362","https://i.scdn.co/image/ab67616d00004851633a2d775747bccfbcb17a45","https://open.spotify.com/track/51cJFmn6j0LUaxef2lQ3dz","Up All Night","","Charlie Puth","https://open.spotify.com/artist/6VuMaDnrHyPL1p4EHjYLi7","","","Nine Track Mind","https://open.spotify.com/album/5Nwsra93UQYJ6xxcjcE10x","Mar 9, 2022","3:10"
"363","https://i.scdn.co/image/ab67616d0000485145100f4cdb2a88ecf80f270f","https://open.spotify.com/track/0OCRwXbQRdOZ1OtB4Imsp1","Love Someone","","Lukas Graham","https://open.spotify.com/artist/25u4wHJWxCA9vO0CzxAbK7","","","3 (The Purple Album)","https://open.spotify.com/album/02gV87QEIFp2T9q7OqVBjj","Mar 9, 2022","3:25"
"364","https://i.scdn.co/image/ab67616d00004851c594a96a633df14bd4735b42","https://open.spotify.com/track/5oXQCEgLQxhzVDIodLgC6T","Lighthouse - Remastered","","Scarlet Avenue","https://open.spotify.com/artist/6EY542nuCIu9Q0TXwGKd05","","","2024","https://open.spotify.com/album/2ID16fz9ZIyhUHqNZrs4TS","Mar 9, 2022","3:48"
"365","https://i.scdn.co/image/ab67616d0000485166345dc4318d575d294e3567","https://open.spotify.com/track/6oAUtgnsT5JifP2E1ceeJJ","Dangerously","","Charlie Puth","https://open.spotify.com/artist/6VuMaDnrHyPL1p4EHjYLi7","","","Nine Track Mind (Deluxe Edition)","https://open.spotify.com/album/7E4Zm8sWQgkGyOm2v4d9D4","Mar 11, 2022","3:19"
"366","https://i.scdn.co/image/ab67616d00004851a7613d346501b828b56a0bc3","https://open.spotify.com/track/1q3RiD1tIWUpGsNFADMlvl","All Too Well","","Taylor Swift","https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02","","","Red (Deluxe Edition)","https://open.spotify.com/album/1KlU96Hw9nlvqpBPlSqcTV","Mar 12, 2022","5:27"
"367","https://i.scdn.co/image/ab67616d000048510f7ad6d8d829906c17cae210","https://open.spotify.com/track/44n97yHySt0Z9rqPaXgjCK","Sorry","","Halsey","https://open.spotify.com/artist/26VFTg2z8YR0cCuwLzESi2","","","hopeless fountain kingdom (Deluxe)","https://open.spotify.com/album/7GjG91tyHQNGEHzKJaqOi0","Mar 12, 2022","3:40"
"368","https://i.scdn.co/image/ab67616d000048516f16729be224e7420b4982a7","https://open.spotify.com/track/30v7rEW9IxK6vKazftgjio","Hold My Hand","","Isak Danielson","https://open.spotify.com/artist/5ie2SvXgvXlTpyqkwLtSd7","","","Yours","https://open.spotify.com/album/3t31ldCb4oXOYSKXyGfaUA","Mar 12, 2022","3:21"
"369","https://i.scdn.co/image/ab67616d00004851e7bd365fb962fb7882a81d24","https://open.spotify.com/track/2nI6aT3cnPFoXQ1L705wcY","Some Type of Love","","Charlie Puth","https://open.spotify.com/artist/6VuMaDnrHyPL1p4EHjYLi7","","","Some Type of Love","https://open.spotify.com/album/5t4A7Loq1pKRFlkBOs1O2O","Mar 14, 2022","3:05"
"374","https://i.scdn.co/image/ab67616d00004851f815e76321545bcaa8bdbf25","https://open.spotify.com/track/3d6jo7xXOphi4Q2xYhLO24","Anchor","Cailee Rae","Mar 29, 2022","https://open.spotify.com/artist/68Ak4aWD1lICGb45QFjY12","3:18","","Anchor","https://open.spotify.com/album/62NMVFM0ustsRKLze1Rq9Z","",""
"401","https://i.scdn.co/image/ab67616d0000485112f81e687a629815c3b7c0e8","https://open.spotify.com/track/4t4Uc6yNnnzBhatmarfV4Y","Please Don't Let Me Go","Olly Murs","Mar 7, 2023","https://open.spotify.com/artist/3whuHq0yGx60atvA2RCVRW","3:24","","Olly Murs","https://open.spotify.com/album/17gXGgVOk1RpPduIpeD5Yq","",""
